,kota_administrasi,kecamatan,kelurahan,rw,jumlah_terdampak_rw,jumlah_terdampak_rt,jumlah_terdampak_kk,jumlah_terdampak_jiwa,ketinggian_air,tanggal_kejadian,lama_genangan,jumlah_meninggal,jumlah_hilang,jumlah_luka_berat,jumlah_luka_ringan,jumlah_pengungsi_tertinggi,jumlah_tempat_pengungsian,nilai_kerugian
490,Jakarta Utara,KEC. TANJUNG PRIOK,TANJUNG PRIOK,"11, 016",2.0,2.0,0.0,0,10 s/d 25 cm,tgl. 30 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
491,Jakarta Barat,KEC. KALIDERES,KAMAL,1,1.0,3.0,0.0,0,3 s/d 10 cm,"tgl. 4, 9, 10, 11, 18, 19",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
492,Jakarta Barat,KEC. KALIDERES,TEGAL ALUR,3,1.0,1.0,0.0,0,40 s/d 50 cm,tgl. 25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
493,Jakarta Barat,KEC. KALIDERES,PEGADUNGAN,7,1.0,1.0,0.0,0,40 s/d 60 cm,tgl. 25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
494,Jakarta Barat,KEC. KEBON JERUK,DURI KEPA,2,1.0,1.0,0.0,0,25 cm,tgl. 18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
495,Jakarta Barat,KEC. KEBON JERUK,KEDOYA SELATAN,5,1.0,1.0,0.0,0,30 s/d 40 cm,tgl. 25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
496,Jakarta Barat,KEC. KEBON JERUK,KEDOYA UTARA,8,1.0,7.0,0.0,0,20 s/d 30 cm,tgl. 25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
497,Jakarta Barat,KEC. CENGKARENG ,CENGKARENG TIMUR,3,1.0,11.0,0.0,0,10 s/d 70 cm,"tgl. 25, 31",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
498,Jakarta Barat,KEC. CENGKARENG ,RAWA BUAYA,"01, 02, 04, 11",4.0,18.0,0.0,0,10 s/d 60 cm,"tgl. 25, 30",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
499,Jakarta Barat,KEC. CENGKARENG ,DURI KOSAMBI,"04, 06",2.0,7.0,0.0,0,30 s/d 40 cm,tgl. 30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
500,Jakarta Barat,KEC. CENGKARENG ,KEDAUNG KALI ANGKE,5,1.0,3.0,0.0,0,15 s/d 20 cm,tgl. 30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
501,Jakarta Barat,KEC. GROGOL PETAMBURAN,WIJAYA KUSUMA,5,1.0,1.0,0.0,0,10 s/d 20 cm,tgl. 25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
502,Jakarta Barat,KEC. GROGOL PETAMBURAN,JELAMBAR BARU,"01, 05, 07, 09, 12",5.0,8.0,0.0,0,10 s/d 30 cm,"tgl. 25, 30",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
503,Jakarta Barat,KEC. KEMBANGAN,KEMBANGAN UTARA,"03, 05, 10",3.0,7.0,0.0,0,15 s/d 20 cm,tgl. 25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
504,Jakarta Barat,KEC. PALMERAH,JATI PULO,6,1.0,1.0,0.0,0,40 cm,tgl. 12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
505,Jakarta Barat,KEC. PALMERAH,KOTA BAMBU UTARA,1,1.0,1.0,0.0,0,20 cm,tgl. 12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
506,Jakarta Selatan,KEC. PASAR MINGGU,JATIPADANG,6,1.0,3.0,65.0,240,30 s/d 60 cm,"tgl. 13, 22",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
507,Jakarta Timur,KEC. JATINEGARA,KAMPUNG MELAYU,"04, 05",2.0,4.0,70.0,213,10 s/d 30 cm,"tgl. 8, 21",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
508,Jakarta Timur,KEC. CAKUNG,RAWA TERATE,"04, 05",2.0,2.0,0.0,0,15 s/d 30 cm,tgl. 30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
509,Jakarta Pusat,KEC. SENEN,KRAMAT,1,1.0,1.0,0.0,0,20 cm,tgl. 26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
510,Jakarta Utara,KEC. CILINCING,SEMPER TIMUR,"03, 09",2.0,6.0,0.0,0,10 cm s/d 50 cm,tgl 05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
511,Jakarta Utara,KEC. CILINCING,KALIBARU,"07, 08, 012",3.0,3.0,0.0,0,30 cm ,tgl 05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
512,Jakarta Utara,KEC. CILINCING,CILINCING,"06, 09",2.0,4.0,0.0,0,30 cm ,tgl 05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
513,Jakarta Utara,KEC. CILINCING,ROROTAN,5,1.0,1.0,0.0,0,50 cm,tgl 05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
514,Jakarta Utara,KEC. KELAPA GADING,PEGANGSAAN DUA,3,1.0,1.0,0.0,0,30 cm ,tgl 05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
515,Jakarta Utara,KEC. KOJA,RAWA BADAK SELATAN,"01, 04, 011",3.0,4.0,0.0,0,10 cm s/d 20 cm,tgl 05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
516,Jakarta Utara,KEC. PADEMANGAN,ANCOL,"05, 010, 012",3.0,3.0,0.0,0,25 cm s/d 30 cm,"tgl 05,06",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
517,Jakarta Utara,KEC. PENJARINGAN,PLUIT,"01, 011, 022",3.0,7.0,0.0,0,40 cm ,tgl 05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
518,Jakarta Utara,KEC. PENJARINGAN,PEJAGALAN,"07, 015",2.0,2.0,0.0,0,15 cm s/d 30 cm,tgl 05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
519,Jakarta Utara,KEC. PENJARINGAN,PENJARINGAN,8,1.0,2.0,0.0,0,30 cm ,tgl 05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
520,Jakarta Utara,KEC. PENJARINGAN,KAMAL MUARA,3,1.0,1.0,0.0,0,50 cm,tgl 05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
521,Jakarta Utara,KEC. TANJUNG PRIOK,WARAKAS,1,1.0,4.0,0.0,0,50 cm,tgl 05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
522,Jakarta Utara,KEC. TANJUNG PRIOK,KEBON BAWANG,2,1.0,1.0,0.0,0,10 cm,tgl 05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
523,Jakarta Utara,KEC. TANJUNG PRIOK,SUNGAI BAMBU,10,1.0,1.0,0.0,0,15 cm,tgl 05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
524,Jakarta Utara,KEC. TANJUNG PRIOK,TANJUNG PRIOK,"01, 03, 06, 012, 013, 014, 015",7.0,7.0,0.0,0,20 cm s/d 30 cm,tgl 05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
525,Jakarta Barat,KEC. KEBON JERUK,KEDOYA UTARA,"01,02,04,08",4.0,8.0,0.0,0,15 cm s/d 50 cm,tgl. 05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
526,Jakarta Barat,KEC. KEBON JERUK,KEDOYA SELATAN,2,1.0,1.0,0.0,0,25 cm ,tgl. 05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
527,Jakarta Barat,KEC. KEBON JERUK,DURI KEPA,"02, 03, 04, 05, 08, 09, 013",7.0,8.0,0.0,0,20 cm s/d 40 cm,tgl. 05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
528,Jakarta Barat,KEC. CENGKARENG,KEDAUNG KALI ANGKE,"01, 02, 03, 04, 05, 06, 07, 08",8.0,24.0,29.0,85,40 cm s/d 75 cm,tgl. 05,0.0,0.0,0.0,0.0,85.0,2.0,0.0,0.0
529,Jakarta Barat,KEC. CENGKARENG,RAWA BUAYA,"01, 02, 04, 011",4.0,19.0,0.0,0,20 cm s/d 70 cm,tgl. 05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
530,Jakarta Barat,KEC. CENGKARENG,CENGKARENG TIMUR,"03, 04, 05, 012, 013, 014, 016",7.0,44.0,0.0,0,10 cm s/d 50 cm,"tgl. 05, 06",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
531,Jakarta Barat,KEC. CENGKARENG,CENGKARENG BARAT,"06, 08, 09, 010, 014",5.0,13.0,0.0,0,50 cm ,tgl. 05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
532,Jakarta Barat,KEC. CENGKARENG,KAPUK,"01, 02, 3, 05, 06, 07, 09, 010, 012, 013, 015, 016",12.0,24.0,0.0,0,15 cm s/d 50 cm,tgl. 05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
533,Jakarta Barat,KEC. GROGOL PETAMBURAN,JELAMBAR BARU,"01, 02, 03, 04, 05, 06, 010, 012",8.0,8.0,0.0,0,20 cm s/d 60 cm,tgl. 05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
534,Jakarta Barat,KEC. GROGOL PETAMBURAN,JELAMBAR,"03, 04, 07",3.0,3.0,0.0,0,30 cm s/d 40 cm,tgl. 05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
535,Jakarta Barat,KEC. KALIDERES,TEGAL ALUR,"01, 03, 04",3.0,10.0,0.0,0,15 cm s/d 80  cm,tgl. 05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
536,Jakarta Barat,KEC. KEMBANGAN,JOGLO,6,1.0,1.0,0.0,0,15 cm,tgl. 05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
537,Jakarta Barat,KEC. KEMBANGAN,KEMBANGAN UTARA,"04, 010",2.0,6.0,0.0,0,30 cm s/d 40 cm,tgl. 05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
538,Jakarta Barat,KEC. KEMBANGAN,KEMBANGAN SELATAN,8,1.0,1.0,0.0,0,20 cm,tgl. 05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
539,Jakarta Barat,KEC. TAMBORA,JEMBATAN LIMA,2,1.0,2.0,0.0,0,40 cm ,tgl. 05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
540,Jakarta Selatan,KEC. PANCORAN,RAWAJATI,7,1.0,1.0,0.0,0,10 s/d 30 cm,"tgl. 02, ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
541,Jakarta Selatan,KEC. PASAR MINGGU,CILANDAK TIMUR,3,1.0,1.0,0.0,0,80 cm,tgl 31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
542,Jakarta Selatan,KEC. PASAR MINGGU,JATI PADANG,8,1.0,2.0,0.0,0,10 s/d 60 cm,tgl 31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
543,Jakarta Selatan,KEC. KEBAYORAN BARU,PETOGOGAN,2,1.0,4.0,0.0,0,60 cm,tgl 31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
544,Jakarta Selatan,KEC. CILANDAK,PONDOK LABU,10,1.0,1.0,0.0,0,10 s/d 30 cm,tgl 31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
545,Jakarta Timur,KEC. JATINEGARA,KAMPUNG MELAYU,"04, 05, 07,08",4.0,24.0,286.0,925,10 s/d 100 cm,"tgl. 02, ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
546,Jakarta Timur,KEC. KRAMAT JATI,CAWANG,"01, 02, 03, 05, 08",5.0,11.0,0.0,0,10 s/d 80 cm,"tgl. 02, ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
547,Jakarta Timur,KEC. MAKASAR,CIPINANG MELAYU,3,1.0,5.0,0.0,0,5 s/d 10 cm,"tgl. 03, ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
548,Jakarta Timur,KEC. CAKUNG,RAWA TERATE,5,1.0,1.0,0.0,0,10 cm s/d 20 cm ,tgl. 06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
549,Jakarta Timur,KEC. CAKUNG,JATINEGARA,8,1.0,1.0,0.0,0,20 cm,tgl. 25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
550,Jakarta Timur,KEC. PASAR REBO,KALISARI,9,1.0,1.0,0.0,0,50 cm,tgl 31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
551,Jakarta Timur,KEC. CIRACAS,CIRACAS,9,1.0,1.0,0.0,0,50 cm,tgl 31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
552,Jakarta Selatan,KEC. JAGAKARSA,JAGAKARSA,"03, 02",2.0,4.0,0.0,0,10 s/d 30 cm,"tgl.  30 April, 04 Mei",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
553,Jakarta Selatan,KEC. PASAR MINGGU,PEJATEN TIMUR,"05, 06, 07, 08",4.0,6.0,150.0,355,20 s/d 40 cm,tgl. 06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
554,Jakarta Selatan,KEC. KEBAYORAN LAMA,CIPULIR,10,1.0,1.0,0.0,0,10 s/d 20 cm,tgl. 30 April,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
555,Jakarta Selatan,KEC. KEBAYORAN LAMA,PONDOK PINANG,5,1.0,1.0,0.0,0,10 s/d 30 cm,tgl. 30 April,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
556,Jakarta Timur,KEC. JATINEGARA,KAMPUNG MELAYU,"04, 05, 07",3.0,5.0,0.0,0,5 s/d 20 cm,"tgl. 06, 16",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
557,Jakarta Timur,KEC. JATINEGARA,BIDARA CINA,"07, 11",2.0,4.0,0.0,0,20 s/d 30 cm,"tgl. 06, 16",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
558,Jakarta Timur,KEC. MAKASAR,CIPINANG MELAYU,"03, 04",2.0,11.0,0.0,0,20 s/d 100 cm,tgl. 30 April,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
559,Jakarta Selatan,KEC. TEBET,KEBON BARU,10,1.0,2.0,0.0,0,10 s/d 30 cm,tgl. 09 Oktober,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
560,Jakarta Selatan,KEC. PASAR MINGGU,PEJATEN TIMUR,"05, 06, 07, 08",4.0,6.0,0.0,0,60 s/d 100 cm,tgl. 09 Oktober,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
561,Jakarta Selatan,KEC. PANCORAN,PENGADEGAN,1,1.0,1.0,0.0,0,30 cm,tgl. 09 Oktober,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
562,Jakarta Timur,KEC. JATINEGARA,KAMPUNG MELAYU,"04, 05, 06, 07, 08",5.0,22.0,318.0,1034,10 s/d 60 cm,tgl. 09 Oktober,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
563,Jakarta Timur,KEC. JATINEGARA,BIDARA CINA,"07, 11",2.0,4.0,73.0,169,20 s/d 40 cm,tgl. 09 Oktober,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
564,Jakarta Timur,KEC. MAKASAR,BALEKAMBANG,5,1.0,2.0,0.0,0,10 s/d 40 cm,tgl. 09 Oktober,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
565,Jakarta Timur,KEC. MAKASAR,CAWANG,"03, 05",2.0,5.0,0.0,0,30 s/d 100 cm,tgl. 09 Oktober,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
566,Jakarta Urata,CILINCING,CILINCING,RW 09,1.0,1.0,0.0,0,10 cm,13 Agustus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
567,Jakarta Urata,CILINCING,MARUNDA,RW 07,1.0,9.0,0.0,0,10 s/d 30 cm,25 Agustus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
568,Jakarta Barat,KALIDERES,TEGAL ALUR,RW 12,1.0,2.0,0.0,0,15 cm,13 Agustus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
569,Jakarta Barat,CENGKARENG,KAPUK,"RW 02, 03, 05, 10, 12, 15, 16",7.0,9.0,0.0,0,15 s/d 20 cm,13 Agustus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
570,Jakarta Barat,PALMERAH,KOTA BAMBU UTARA,"RW 06, 07",2.0,2.0,0.0,0,10 s/d 30 cm,18 Agustus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
571,Jakarta Selatan,TEBET,KEBON BARU,RW 06,1.0,9.0,0.0,0,20 s/d 30 cm,13 Agustus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
572,Jakarta Selatan,TEBET,BUKIT DURI,RW 04,1.0,1.0,0.0,0,30 cm,13 Agustus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
573,Jakarta Selatan,PESANGGRAHAN,BINTARO,RW 01,1.0,2.0,0.0,0,20 cm,13 Agustus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
574,Jakarta Selatan,MAMPANG PRAPATAN,BANGKA,"RW 03, 04",2.0,3.0,0.0,0,20 s/d 80 cm,13 Agustus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
575,Jakarta Selatan,PASAR MINGGU,CILANDAK TIMUR,RW 03,1.0,2.0,0.0,0,20 s/d 60 cm,13 Agustus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
576,Jakarta Pusat,SENEN,PASEBAN,RW 07,1.0,1.0,0.0,0,20 cm,13 Agustus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
577,Jakarta Pusat,TANAH ABANG,PETAMBURAN,RW 03,1.0,1.0,0.0,0,10 s/d 15 cm,18 Agustus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
578,Jakarta Utara,PENJARINGAN,PLUIT,RW 01,1.0,3.0,0.0,0,10 s.d. 30 cm,tgl. 15 April,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
579,Jakarta Barat,KEBON JERUK,SUKABUMI SELATAN,"RW 01, 02, 04, 05, 07, 08",6.0,14.0,0.0,0,10 s.d. 90 cm,"tgl. 06, 30 April",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
580,Jakarta Barat,KEBON JERUK,KEDOYA SELATAN,"RW 03, 05",2.0,8.0,0.0,0,20 s.d. 30 cm,tgl. 27 April,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
581,Jakarta Barat,CENGKARENG,CENGKARENG BARAT,RW 010,1.0,1.0,0.0,0,15 cm,tgl. 06 April,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
582,Jakarta Barat,CENGKARENG,RAWA BUAYA,"RW 02, 04, 08",3.0,6.0,0.0,0,20 cm,"tgl. 06, 27 April",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
583,Jakarta Barat,KEMBANGAN,KEMBANGAN UTARA,"RW 01, 04, 05, 010",4.0,5.0,20.0,65,10 s.d. 60 cm,"tgl. 06, 27 April",0.0,0.0,0.0,0.0,65.0,1.0,0.0,0.0
584,Jakarta Barat,KEMBANGAN,SRENGSENG,"RW 05, 08",2.0,4.0,0.0,0,15 s.d. 20 cm,tgl. 06 April,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
585,Jakarta Barat,KEMBANGAN,KEMBANGAN SELATAN,"RW 01, 05",2.0,2.0,0.0,0,50 cm,"tgl. 06, 27 April",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
586,Jakarta Selatan,JAGAKARSA,CIPEDAK,"RW 04, 05",2.0,2.0,0.0,0,50 cm,tgl. 05 April,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
587,Jakarta Selatan,JAGAKARSA,JAGAKARSA,RW 03,1.0,1.0,0.0,0,40 cm,tgl. 10 April,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
588,Jakarta Selatan,PASAR MINGGU,CILANDAK TIMUR,"RW 01, 03",2.0,3.0,0.0,0,10 s.d. 80 cm,"tgl. 05, 10, 13, 26, 27 April",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
589,Jakarta Selatan,PASAR MINGGU,RAGUNAN,RW 09,1.0,1.0,0.0,0,30 cm,tgl. 13 April,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
590,Jakarta Selatan,PASAR MINGGU,PEJATEN TIMUR,"RW 05, 08",2.0,2.0,0.0,0,10 s.d. 30 cm,"tgl. 18, 19, 29 April",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
591,Jakarta Selatan,PASAR MINGGU,JATI PADANG,"RW 02, 03, 05, 06",4.0,8.0,0.0,0,15 s.d. 70 cm,"tgl. 27, 29 April",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
592,Jakarta Selatan,PASAR MINGGU,PEJATEN BARAT,"RW 04, 07, 08",3.0,12.0,0.0,0,10 s.d. 30 cm,tgl. 30 April,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
593,Jakarta Selatan,KEBAYORAN LAMA,PONDOK PINANG,"RW 05, 08",2.0,4.0,0.0,0,30 s.d. 40 cm,"tgl. 06, 26, 29 April",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
594,Jakarta Selatan,KEBAYORAN LAMA,KEBAYORAN LAMA SELATAN,"RW 03, 04",2.0,2.0,0.0,0,30 cm,tgl. 30 April,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
595,Jakarta Selatan,TEBET,KEBON BARU,"RW 05, 06, 010, 012",4.0,6.0,0.0,0,15 s.d. 30 cm,"tgl. 06, 15, 29 April",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
596,Jakarta Selatan,TEBET,TEBET BARAT,RW 07,1.0,1.0,0.0,0,40 cm,tgl. 29 April,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
597,Jakarta Selatan,MAMPANG PRAPATAN,KUNINGAN BARAT,"RW 04, 05",2.0,2.0,0.0,0,10 s.d. 30 cm,tgl. 06 April,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
598,Jakarta Selatan,MAMPANG PRAPATAN,BANGKA,"RW 01, 02, 03, 04",4.0,6.0,0.0,0,10 s.d. 90 cm,"tgl. 29, 30 April",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
599,Jakarta Selatan,MAMPANG PRAPATAN,PELA MAMPANG,"RW 01, 03",2.0,2.0,0.0,0,20 s.d. 50 cm,tgl. 29 April,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
600,Jakarta Selatan,CILANDAK,LEBAK BULUS,"RW 04, 08",2.0,2.0,3.0,10,50 s.d. 70 cm,tgl. 26 April,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0
601,Jakarta Selatan,CILANDAK,CIPETE SELATAN,RW 07,1.0,1.0,0.0,0,50 cm,tgl. 27 April,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
602,Jakarta Selatan,CILANDAK,GANDARIA SELATAN,RW 07,1.0,2.0,0.0,0,30 s.d. 80 cm,tgl. 27 April,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
603,Jakarta Selatan,PANCORAN,DUREN TIGA,RW 05,1.0,1.0,0.0,0,20 s.d. 50 cm,"tgl. 29, 30 April",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
604,Jakarta Selatan,PANCORAN,RAWAJATI,RW 04,1.0,1.0,0.0,0,15 cm,tgl. 29 April,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
605,Jakarta Selatan,PANCORAN,KALIBATA,"RW 04, 08",2.0,2.0,0.0,0,10 s.d. 20 cm,"tgl. 29, 30 April",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
606,Jakarta Selatan,PESANGGRAHAN,BINTARO,"RW 01, 04, 09, 011",4.0,7.0,0.0,0,10 s.d. 20 cm,tgl. 29 April,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
607,Jakarta Selatan,KEBAYORAN BARU,GANDARIA UTARA,RW 02,1.0,2.0,0.0,0,30 cm,tgl. 30 April,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
608,Jakarta Selatan,KEBAYORAN BARU,PETOGOGAN,RW 03,1.0,1.0,0.0,0,50 cm,tgl. 30 April,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
609,Jakarta Timur,JATINEGARA,KAMPUNG MELAYU,"RW 04, 05, 07, 08",4.0,18.0,248.0,817,10 s.d. 70 cm,"tgl. 01, 18, 19 April",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
610,Jakarta Timur,JATINEGARA,CIPINANG MUARA,RW 013,1.0,2.0,0.0,0,10 s.d. 35 cm,tgl. 06 April,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
611,Jakarta Timur,JATINEGARA,BIDARA CINA,"RW 07, 011",2.0,4.0,49.0,153,20 s.d. 130 cm,"tgl. 18, 19 April",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
612,Jakarta Timur,JATINEGARA,CIPINANG CEMPEDAK,RW 08,1.0,1.0,0.0,0,15 cm,tgl. 29 April,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
613,Jakarta Timur,PASAR REBO,PEKAYON,RW 07,1.0,1.0,0.0,0,30 cm,tgl. 05 April,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
614,Jakarta Timur,PASAR REBO,KALISARI,RW 02,1.0,1.0,0.0,0,15 cm,tgl. 13 April,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
615,Jakarta Timur,CAKUNG,RAWA TERATE,RW 05,1.0,1.0,0.0,0,10 s.d. 20 cm,tgl. 06 April,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
616,Jakarta Timur,MAKASAR,CIPINANG MELAYU,"RW 03, 04",2.0,11.0,172.0,476,10 s.d. 50 cm,"tgl. 06, 12, 30 April",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
617,Jakarta Timur,MAKASAR,MAKASAR,"RW 02, 03, 04, 05, 06, 07",6.0,26.0,545.0,1380,10 cm,tgl. 30 April,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
618,Jakarta Timur,MAKASAR,PINANG RANTI,RW 04,1.0,4.0,0.0,0,20 s.d. 40 cm,tgl. 30 April,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
619,Jakarta Timur,DUREN SAWIT,DUREN SAWIT,RW 010,1.0,1.0,0.0,0,10 s.d. 30 cm,tgl. 06 April,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
620,Jakarta Timur,CIPAYUNG,LUBANG BUAYA,RW 012,1.0,1.0,0.0,0,15 s.d. 20 cm,"tgl. 12, 30 April",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
621,Jakarta Timur,CIPAYUNG,BAMBU APUS,RW 03,1.0,1.0,0.0,0,20 cm,tgl. 30 April,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
